id,value,weight,volume,category
1004,4440,265,586,cat_0
1005,7007,849,954,cat_2
1006,5875,166,934,cat_2
1007,3937,133,763,cat_1
1008,2624,467,192,cat_3
1009,4288,346,927,cat_3
1010,6216,492,4,cat_0
1011,2547,836,439,cat_4
1012,4215,801,258,cat_2
1013,1919,878,298,cat_1
1014,7526,853,820,cat_3
1015,7941,959,150,cat_3
1016,4396,614,616,cat_0
1017,1754,343,119,cat_0
1018,444,403,530,cat_3
1019,6027,477,880,cat_1
1020,3546,161,202,cat_1
1021,8318,366,239,cat_1
1022,759,434,859,cat_3
1023,2398,842,114,cat_0
1024,4386,846,202,cat_2
1025,9824,617,904,cat_4
1026,7383,368,514,cat_2
1027,3221,678,558,cat_1
1028,8359,767,196,cat_2
1029,9752,558,697,cat_2
1030,6319,694,59,cat_0
1031,1964,823,534,cat_3
1032,9231,56,813,cat_2
1033,9978,756,309,cat_3
1034,1038,364,172,cat_4
1035,9117,135,793,cat_3
1036,1183,322,812,cat_0
1037,3796,682,641,cat_4
1038,840,780,529,cat_4
1039,3066,300,476,cat_0
1040,7512,47,884,cat_4
1041,1461,639,51,cat_0
1042,2912,936,815,cat_2
1043,9743,443,353,cat_0
1044,845,226,883,cat_3
1045,3496,383,154,cat_4
1046,3351,468,505,cat_1
1047,6036,831,776,cat_3
1048,2383,912,995,cat_2
1049,3222,18,408,cat_2
1050,8481,494,6,cat_4
1051,4684,793,209,cat_0
1052,5438,642,438,cat_0
1053,2280,835,123,cat_3
1054,1825,880,816,cat_1
1055,929,992,614,cat_3
1056,9455,954,306,cat_4
1057,5659,941,435,cat_4
1058,246,628,378,cat_2
1059,3606,41,327,cat_0
1060,5570,92,949,cat_2
1061,3140,329,407,cat_1
1062,8077,41,309,cat_1
1063,3475,109,412,cat_0
1064,6680,23,416,cat_3
1065,686,260,114,cat_0
1066,4828,470,745,cat_4
1067,7554,834,723,cat_1
1068,1767,476,412,cat_3
1069,281,540,733,cat_3
1070,9396,390,514,cat_1
1071,3553,363,514,cat_0
1072,3132,37,278,cat_1
1073,5945,422,677,cat_2
1074,4905,529,460,cat_2
1075,2237,634,830,cat_0
1076,5292,818,873,cat_3
1077,2306,264,488,cat_0
1078,1035,121,616,cat_2
1079,1731,324,179,cat_0
1080,4606,782,1000,cat_2
1081,1051,634,409,cat_2
1082,4364,89,824,cat_2
1083,5567,3,452,cat_0
1084,1741,645,442,cat_1
1085,2319,44,520,cat_4
1086,7818,224,713,cat_1
1087,2086,795,499,cat_4
1088,973,265,668,cat_2
1089,162,77,223,cat_4
1090,1857,958,723,cat_2
1091,773,247,628,cat_3
1092,3386,244,588,cat_1
1093,5920,716,86,cat_2
1094,1978,936,447,cat_4
1095,3433,994,242,cat_2
1096,7844,140,622,cat_1
1097,6602,483,259,cat_4
1098,3262,747,456,cat_2
1099,9923,323,684,cat_2
1100,83,451,57,cat_0
1101,9602,306,638,cat_2
1102,1803,127,387,cat_0
1103,9092,658,709,cat_1
1104,1570,870,52,cat_4
1105,1593,930,714,cat_3
1106,4691,624,502,cat_4
1107,1413,967,444,cat_3
1108,9446,634,595,cat_0
1109,9681,300,944,cat_4
1110,8072,149,654,cat_4
1111,3837,850,559,cat_4
1112,9942,136,911,cat_1
1113,8368,379,573,cat_3
1114,7545,39,179,cat_0
1115,9477,28,613,cat_0
1116,5159,557,123,cat_1
1117,1444,709,815,cat_0
1118,9412,91,795,cat_0
1119,6223,497,927,cat_2
1120,2711,145,329,cat_4
1121,8124,392,416,cat_0
1122,1434,451,195,cat_0
1123,7590,211,206,cat_2
1124,3881,582,431,cat_4
1125,2453,932,759,cat_2
1126,3455,342,967,cat_3
1127,5903,61,931,cat_1
1128,9441,640,247,cat_2
1129,9341,964,834,cat_3
1130,3782,106,756,cat_3
1131,4799,654,740,cat_0
1132,7312,443,150,cat_4
1133,1731,187,533,cat_2
1134,6123,75,648,cat_2
1135,1696,257,541,cat_4
1136,5579,449,247,cat_0
1137,3234,471,421,cat_1
1138,4916,448,226,cat_0
1139,8684,420,480,cat_0
1140,2353,181,293,cat_1
1141,4640,336,935,cat_0
1142,8756,622,261,cat_3
1143,5168,258,462,cat_3
1144,7475,121,456,cat_3
1145,8961,144,26,cat_1
1146,6232,624,453,cat_4
1147,8246,467,25,cat_3
1148,137,39,35,cat_1
1149,5711,427,580,cat_0
1150,7373,464,847,cat_0
1151,8125,419,748,cat_4
1152,2002,180,15,cat_2
1153,619,323,786,cat_0
1154,1462,403,442,cat_0
1155,7461,951,96,cat_1
1156,6497,175,314,cat_2
1157,9222,597,67,cat_1
1158,4424,856,432,cat_2
1159,1062,475,943,cat_4
1160,4990,397,234,cat_4
1161,9229,300,601,cat_0
1162,2598,886,534,cat_4
1163,6028,545,486,cat_1
1164,1614,54,299,cat_0
1165,3540,816,618,cat_1
1166,6503,190,263,cat_0
1167,2574,427,480,cat_2
1168,6618,487,258,cat_0
1169,4062,288,566,cat_0
1170,4319,648,739,cat_3
1171,6456,470,723,cat_2
1172,1424,530,236,cat_4
1173,6087,114,836,cat_4
1174,317,67,875,cat_4
1175,7940,956,537,cat_0
1176,6956,48,474,cat_0
1177,4419,258,505,cat_2
1178,3773,664,82,cat_4
1179,6450,660,796,cat_0
1180,5280,251,907,cat_4
1181,6373,4,582,cat_3
1182,9628,767,141,cat_4
1183,461,767,843,cat_3
1184,8216,509,769,cat_0
1185,1544,721,969,cat_3
1186,4467,912,28,cat_1
1187,3100,41,331,cat_3
1188,7927,8,819,cat_1
1189,1089,623,668,cat_3
1190,4213,714,527,cat_3
1191,9939,689,733,cat_2
1192,3399,866,468,cat_4
1193,9359,655,61,cat_4
1194,2033,598,755,cat_4
1195,2683,668,723,cat_1
1196,7043,559,980,cat_0
1197,3932,722,139,cat_0
1198,8362,339,375,cat_2
1199,81,415,141,cat_2
1200,274,206,893,cat_0
1201,8512,13,175,cat_3
1202,858,1,422,cat_2
1203,7938,732,544,cat_3
1204,8449,967,561,cat_4
1205,9594,786,61,cat_3
1206,5296,848,940,cat_4
1207,9571,793,50,cat_2
1208,4703,705,23,cat_4
1209,797,539,172,cat_0
1210,1875,283,848,cat_2
1211,9301,37,254,cat_1
1212,2832,345,630,cat_3
1213,5447,753,664,cat_4
1214,2451,678,393,cat_4
1215,3777,233,604,cat_1
1216,3560,85,979,cat_0
1217,2570,888,851,cat_2
1218,4570,929,575,cat_0
1219,856,275,349,cat_1
1220,9113,768,78,cat_0
1221,1003,173,412,cat_0
1222,5345,15,342,cat_4
1223,9985,878,869,cat_2
1224,1627,316,187,cat_3
1225,4939,629,153,cat_1
1226,2698,667,605,cat_3
1227,7577,733,997,cat_4
1228,9368,184,224,cat_0
1229,7399,36,65,cat_1
1230,6036,83,770,cat_2
1231,342,824,669,cat_0
1232,8400,867,289,cat_0
1233,3758,326,221,cat_2
1234,7616,228,398,cat_3
1235,8473,5,786,cat_2
1236,1158,142,517,cat_0
1237,6430,807,35,cat_1
1238,9663,40,487,cat_3
1239,2395,598,703,cat_0
1240,2775,749,789,cat_3
1241,2412,218,947,cat_2
1242,3538,265,231,cat_0
1243,6497,482,995,cat_2
1244,1787,8,731,cat_1
1245,5358,464,940,cat_0
1246,3599,115,679,cat_0
1247,1276,544,806,cat_4
1248,1528,726,479,cat_4
1249,6416,798,950,cat_1
1250,6682,802,428,cat_2
1251,9115,204,571,cat_2
1252,4206,562,323,cat_3
1253,7410,643,529,cat_2
1254,585,932,233,cat_3
1255,1987,386,485,cat_4
1256,569,273,700,cat_0
1257,7728,443,501,cat_2
1258,1271,154,817,cat_1
1259,7910,650,615,cat_4
1260,3916,149,951,cat_1
1261,3403,905,836,cat_2
1262,882,536,577,cat_3
1263,4037,60,952,cat_0
1264,3278,745,643,cat_4
1265,6481,792,320,cat_2
1266,5398,173,53,cat_2
1267,8067,847,50,cat_4
1268,6268,759,413,cat_2
1269,2769,341,439,cat_1
1270,2250,840,243,cat_4
1271,3819,609,94,cat_0
1272,8246,75,755,cat_2
1273,1639,561,30,cat_2
1274,9911,511,616,cat_3
1275,4683,987,485,cat_3
1276,9479,347,797,cat_2
1277,7018,874,553,cat_4
1278,7128,644,851,cat_2
1279,9585,27,662,cat_1
1280,7417,7,581,cat_4
1281,6311,923,59,cat_4
1282,5,31,607,cat_3
1283,2853,774,770,cat_4
1284,6599,245,818,cat_4
1285,9178,409,397,cat_1
1286,3964,253,813,cat_0
1287,9448,207,620,cat_0
1288,4544,777,61,cat_0
1289,5537,641,470,cat_2
1290,8879,953,731,cat_2
1291,8004,541,110,cat_1
1292,8476,431,818,cat_1
1293,1382,546,310,cat_0
1294,3392,654,449,cat_0
1295,9488,126,814,cat_0
1296,8763,30,574,cat_3
1297,1640,477,735,cat_1
1298,5489,377,521,cat_0
1299,9908,530,725,cat_4
1300,4010,324,825,cat_3
1301,4886,796,956,cat_1
1302,8554,645,486,cat_3
1303,7192,266,87,cat_3
1304,1991,809,205,cat_0
1305,2935,313,94,cat_2
1306,8290,518,208,cat_0
1307,252,423,308,cat_1
1308,3874,643,747,cat_3
1309,8220,37,444,cat_0
1310,2049,682,85,cat_0
1311,5080,585,875,cat_2
1312,1645,151,760,cat_0
1313,1241,619,921,cat_2
1314,3900,982,829,cat_0
1315,6282,242,764,cat_4
1316,9184,212,510,cat_3
1317,1514,502,388,cat_3
1318,9600,984,400,cat_1
1319,302,4,783,cat_0
1320,4284,612,110,cat_2
1321,4941,198,108,cat_1
1322,8204,383,259,cat_1
1323,9624,840,501,cat_4
1324,201,20,380,cat_0
1325,5732,784,116,cat_1
1326,7100,32,873,cat_3
1327,1442,773,97,cat_2
1328,7488,714,574,cat_2
1329,6283,724,900,cat_0
1330,3611,809,929,cat_3
1331,9233,317,457,cat_1
1332,7502,867,115,cat_4
1333,8074,882,375,cat_2
1334,7142,96,359,cat_2
1335,282,263,260,cat_2
1336,1753,967,891,cat_1
1337,5828,986,760,cat_0
1338,7242,804,146,cat_2
1339,7024,427,760,cat_1
1340,3745,965,680,cat_3
1341,2912,410,164,cat_0
1342,4001,106,518,cat_1
1343,3239,423,555,cat_0
1344,3617,741,610,cat_1
1345,9926,239,917,cat_1
1346,3804,370,536,cat_2
1347,1176,798,996,cat_4
1348,8399,903,804,cat_2
1349,1470,91,948,cat_1
1350,6711,411,295,cat_2
1351,5128,839,611,cat_2
1352,8890,343,408,cat_3
1353,2145,997,524,cat_1
1354,767,600,838,cat_0
1355,3203,496,862,cat_0
1356,4961,71,870,cat_4
1357,4442,160,217,cat_4
1358,3955,875,917,cat_0
1359,5957,787,441,cat_1
1360,314,622,103,cat_4
1361,5396,431,242,cat_3
1362,3812,151,471,cat_4
1363,2244,44,836,cat_2
1364,8103,961,532,cat_2
1365,9987,206,69,cat_1
1366,6636,573,470,cat_2
1367,6027,810,419,cat_2
1368,5882,236,306,cat_3
1369,5543,591,931,cat_0
1370,9034,509,817,cat_2
1371,7095,512,644,cat_0
1372,1554,21,853,cat_2
1373,8509,618,637,cat_1
1374,2727,665,250,cat_1
1375,2173,143,414,cat_3
1376,6233,144,823,cat_0
1377,3824,63,461,cat_3
1378,3499,240,47,cat_2
1379,8398,635,106,cat_2
1380,345,18,415,cat_4
1381,8471,108,396,cat_1
1382,8882,46,240,cat_2
1383,3328,651,155,cat_3
1384,9657,905,4,cat_2
1385,2574,721,867,cat_2
1386,5953,528,173,cat_4
1387,2400,562,158,cat_0
1388,6181,195,152,cat_4
1389,6524,42,999,cat_4
1390,5526,457,222,cat_1
1391,5428,947,150,cat_3
1392,6725,305,710,cat_1
1393,2420,480,697,cat_0
1394,1253,39,740,cat_1
1395,2543,69,629,cat_4
1396,5625,916,926,cat_4
1397,5624,204,852,cat_2
1398,9890,695,422,cat_3
1399,5093,327,429,cat_2
1400,7754,861,901,cat_4
1401,3718,28,596,cat_1
1402,701,339,903,cat_3
1403,6867,542,935,cat_0
1404,1560,245,382,cat_0
1405,4688,746,636,cat_1
1406,4945,936,2,cat_4
1407,8452,834,824,cat_2
1408,9360,498,595,cat_0
1409,5361,490,831,cat_4
1410,2403,174,540,cat_1
1411,8465,968,3,cat_4
1412,5505,882,194,cat_4
1413,9693,96,397,cat_4
1414,3725,823,700,cat_2
1415,1742,11,849,cat_4
1416,2391,885,526,cat_3
1417,7972,287,341,cat_4
1418,2399,475,965,cat_4
1419,4605,430,870,cat_2
1420,2590,58,903,cat_0
1421,8170,45,30,cat_4
1422,340,899,400,cat_0
1423,5756,507,436,cat_4
1424,5733,180,534,cat_1
1425,3779,43,824,cat_1
1426,648,341,182,cat_2
1427,9623,586,609,cat_2
1428,2573,167,497,cat_1
1429,1914,227,532,cat_1
1430,5643,735,347,cat_0
1431,567,467,845,cat_1
1432,3813,322,418,cat_4
1433,6961,976,503,cat_4
1434,1604,865,20,cat_1
1435,2444,645,228,cat_0
1436,436,442,760,cat_1
1437,3579,757,856,cat_0
1438,4948,13,232,cat_0
1439,1260,479,548,cat_4
1440,5336,233,791,cat_4
1441,3682,350,394,cat_2
1442,7960,152,842,cat_4
1443,3001,343,133,cat_4
1444,2538,145,269,cat_3
1445,1285,263,18,cat_3
1446,6009,691,258,cat_4
1447,5320,815,704,cat_3
1448,6363,129,593,cat_4
1449,3393,118,99,cat_2
1450,2705,511,821,cat_2
1451,7186,311,391,cat_4
1452,2686,929,183,cat_4
1453,5106,793,939,cat_3
1454,6807,391,252,cat_1
1455,2819,732,196,cat_4
1456,7623,936,154,cat_4
1457,1514,839,932,cat_4
1458,5555,639,790,cat_3
1459,9735,301,288,cat_4
1460,5104,978,150,cat_3
1461,6628,690,854,cat_0
1462,3394,190,134,cat_0
1463,7485,593,862,cat_4
1464,4861,4,944,cat_3
1465,6471,331,86,cat_0
1466,7936,200,977,cat_0
1467,2123,75,427,cat_1
1468,1754,181,503,cat_1
1469,4485,290,251,cat_0
1470,9070,451,417,cat_4
1471,5869,176,809,cat_4
1472,9673,946,509,cat_0
1473,867,497,728,cat_0
1474,8424,318,285,cat_4
1475,8484,537,250,cat_1
1476,9609,300,718,cat_4
1477,1628,999,117,cat_1
1478,6993,960,356,cat_0
1479,7963,887,817,cat_2
1480,8306,459,885,cat_2
1481,8083,170,928,cat_0
1482,6779,547,915,cat_0
1483,4620,914,312,cat_0
1484,6932,724,982,cat_0
1485,3806,187,134,cat_4
1486,257,907,353,cat_2
1487,7233,985,42,cat_0
1488,965,746,635,cat_1
1489,6845,338,798,cat_0
1490,2552,772,992,cat_3
1491,2485,554,548,cat_1
1492,6512,413,982,cat_3
1493,9422,934,569,cat_2
1494,4012,565,264,cat_2
1495,5433,816,649,cat_1
1496,1037,181,373,cat_3
1497,2016,852,290,cat_2
1498,3213,898,240,cat_3
1499,3934,175,941,cat_0
1500,4892,258,453,cat_1
1501,7630,120,358,cat_4
1502,7990,257,301,cat_1
1503,3333,295,857,cat_2
1504,7762,499,825,cat_4
1505,8344,973,897,cat_0
1506,9973,100,970,cat_2
1507,5916,723,649,cat_3
1508,360,27,565,cat_4
1509,1968,218,95,cat_3
1510,9906,695,602,cat_4
1511,5111,320,513,cat_0
1512,5518,640,455,cat_1
1513,1683,797,372,cat_4
1514,9674,836,811,cat_0
1515,185,606,479,cat_3
1516,9195,786,693,cat_4
1517,1625,412,28,cat_3
1518,9242,178,771,cat_3
1519,8402,89,551,cat_1
1520,5869,46,871,cat_1
1521,7814,416,896,cat_1
1522,1809,638,989,cat_3
1523,9337,307,54,cat_1
1524,2657,762,401,cat_4
1525,3694,445,302,cat_1
1526,7089,464,774,cat_3
1527,65,240,453,cat_1
1528,5581,568,187,cat_0
1529,8854,873,732,cat_1
1530,4601,999,850,cat_4
1531,2825,837,148,cat_2
1532,3936,556,829,cat_4
1533,8800,328,11,cat_1
1534,2003,496,577,cat_4
1535,1632,295,87,cat_0
1536,3041,212,61,cat_2
1537,6507,24,947,cat_2
1538,2651,296,918,cat_3
1539,5664,770,980,cat_1
1540,8112,904,861,cat_1
1541,3167,371,45,cat_1
1542,3564,930,326,cat_0
1543,4062,289,986,cat_3
1544,9764,441,416,cat_4
1545,8238,743,291,cat_3
1546,1710,319,911,cat_0
1547,2444,460,909,cat_4
1548,6788,135,535,cat_0
1549,9010,831,836,cat_4
1550,2425,793,824,cat_0
1551,1719,243,459,cat_2
1552,8724,853,449,cat_0
1553,10,819,104,cat_0
1554,9048,427,602,cat_3
1555,1007,687,79,cat_2
1556,1443,671,129,cat_1
1557,209,920,583,cat_1
1558,6582,336,486,cat_2
1559,8421,636,36,cat_2
1560,9676,499,962,cat_3
1561,8551,573,996,cat_3
1562,218,955,49,cat_4
1563,4316,715,559,cat_3
1564,6585,606,9,cat_4
1565,315,16,102,cat_2
1566,2912,982,582,cat_4
1567,9310,76,767,cat_1
1568,1484,843,273,cat_1
1569,2936,444,52,cat_1
1570,7900,545,386,cat_0
1571,2148,24,682,cat_3
1572,340,589,53,cat_4
1573,8497,782,591,cat_2
1574,9283,925,749,cat_0
1575,776,1000,701,cat_3
1576,2406,180,704,cat_0
1577,9356,16,337,cat_1
1578,2632,358,227,cat_0
1579,8769,345,137,cat_2
1580,1271,878,656,cat_3
1581,5168,254,838,cat_4
1582,2815,815,310,cat_2
1583,3243,985,281,cat_0
1584,7374,864,322,cat_3
1585,3524,230,265,cat_0
1586,4807,351,789,cat_1
1587,9063,139,978,cat_2
1588,3519,506,568,cat_3
1589,5330,158,883,cat_2
1590,6444,847,154,cat_3
1591,1829,472,465,cat_0
1592,4614,600,207,cat_0
1593,1029,474,352,cat_3
1594,6703,976,942,cat_1
1595,746,58,951,cat_4
1596,1197,383,703,cat_2
1597,6789,861,617,cat_2
1598,7286,249,16,cat_2
1599,9556,521,425,cat_3
1600,1182,706,712,cat_2
1601,3189,497,651,cat_1
1602,9830,310,894,cat_4
1603,9588,74,213,cat_4
1604,2218,948,931,cat_1
1605,8916,419,87,cat_1
1606,2597,739,896,cat_2
1607,9878,24,885,cat_2
1608,7417,903,695,cat_4
1609,9004,982,577,cat_3
1610,1784,475,420,cat_4
1611,7766,616,227,cat_4
1612,7783,950,399,cat_2
1613,5368,299,819,cat_0
1614,2031,460,681,cat_3
1615,6004,465,253,cat_3
1616,7626,144,71,cat_1
1617,4529,489,124,cat_0
1618,4430,841,366,cat_2
1619,3051,218,275,cat_4
1620,7865,63,305,cat_0
1621,6903,42,494,cat_1
1622,6493,455,876,cat_4
1623,2467,982,48,cat_1
1624,4261,166,571,cat_3
1625,2032,992,377,cat_1
1626,470,169,294,cat_2
1627,9590,853,939,cat_1
1628,9883,651,273,cat_3
1629,8390,553,774,cat_1
1630,7121,557,917,cat_4
1631,2385,187,537,cat_4
1632,9349,243,588,cat_1
1633,5668,229,648,cat_3
1634,5525,974,272,cat_3
1635,8928,233,490,cat_3
1636,214,18,490,cat_2
1637,2890,498,574,cat_3
1638,9603,261,62,cat_0
1639,4891,910,644,cat_0
1640,9638,565,450,cat_3
1641,5471,760,657,cat_1
1642,8053,511,296,cat_0
1643,1809,591,232,cat_4
1644,1725,34,104,cat_4
1645,4892,963,674,cat_2
1646,2752,151,77,cat_3
1647,9256,715,218,cat_4
1648,3085,964,155,cat_3
1649,3675,333,571,cat_4
1650,5792,957,552,cat_0
1651,2619,300,370,cat_1
1652,9845,378,513,cat_3
1653,8403,804,73,cat_2
1654,8285,299,48,cat_1
1655,8416,898,147,cat_4
1656,4948,559,815,cat_0
1657,7347,910,608,cat_4
1658,499,928,605,cat_3
1659,7914,919,512,cat_2
1660,4618,795,436,cat_3
1661,7688,400,332,cat_2
1662,4391,973,752,cat_4
1663,6407,556,398,cat_2
1664,3377,257,863,cat_3
1665,6245,771,784,cat_4
1666,7880,515,884,cat_4
1667,7260,800,201,cat_2
1668,1845,344,654,cat_2
1669,5323,69,416,cat_2
1670,4374,771,961,cat_0
1671,7945,986,302,cat_3
1672,4921,985,315,cat_4
1673,5254,190,429,cat_1
1674,8838,176,992,cat_2
1675,4374,670,878,cat_0
1676,2819,768,518,cat_1
1677,5674,927,820,cat_3
1678,4374,154,404,cat_0
1679,8098,143,709,cat_2
1680,503,751,972,cat_2
1681,8224,939,604,cat_4
1682,3113,501,723,cat_4
1683,8590,86,691,cat_2
1684,530,783,513,cat_2
1685,3148,949,627,cat_3
1686,5260,630,530,cat_0
1687,491,890,888,cat_4
1688,8615,386,360,cat_2
1689,1298,957,988,cat_4
1690,8679,758,785,cat_3
1691,148,618,106,cat_3
1692,7864,753,24,cat_2
1693,1349,609,371,cat_0
1694,4742,327,864,cat_3
1695,9290,431,435,cat_3
1696,8904,455,615,cat_1
1697,942,701,149,cat_1
1698,8035,890,629,cat_2
1699,5673,897,751,cat_0
1700,7361,506,539,cat_1
1701,8672,271,544,cat_3
1702,4464,311,985,cat_3
1703,8818,364,240,cat_3
1704,4140,458,631,cat_0
1705,6506,807,127,cat_4
1706,9663,605,872,cat_1
1707,9191,50,839,cat_3
1708,3790,43,764,cat_0
1709,3611,418,150,cat_3
1710,1727,869,14,cat_3
1711,2765,551,124,cat_0
1712,612,728,263,cat_3
1713,6557,199,823,cat_1
1714,2647,943,720,cat_1
1715,6933,709,523,cat_4
1716,8328,657,644,cat_1
1717,6047,494,842,cat_1
1718,442,101,722,cat_2
1719,809,618,240,cat_1
1720,8332,584,468,cat_2
1721,163,596,844,cat_2
1722,9113,47,2,cat_4
1723,5835,385,175,cat_0
1724,2316,58,826,cat_3
1725,2075,898,137,cat_3
1726,3706,178,639,cat_4
1727,8685,361,620,cat_3
1728,1078,886,698,cat_3
1729,7457,768,813,cat_4
1730,5860,816,812,cat_2
1731,3486,915,380,cat_0
1732,9600,213,734,cat_4
1733,7771,525,209,cat_2
1734,1610,610,943,cat_1
1735,872,87,258,cat_4
1736,1655,767,123,cat_0
1737,3692,363,751,cat_1
1738,1202,403,110,cat_1
1739,6978,355,663,cat_4
1740,2396,1000,642,cat_3
1741,7144,720,606,cat_3
1742,7800,545,179,cat_4
1743,9579,430,922,cat_0
1744,7148,622,447,cat_4
1745,2373,6,423,cat_1
1746,3766,286,869,cat_2
1747,1521,785,766,cat_2
1748,9002,714,586,cat_0
1749,9133,916,652,cat_2
1750,230,495,598,cat_2
1751,7804,224,685,cat_0
1752,1766,293,822,cat_2
1753,6812,549,110,cat_1
1754,4978,810,870,cat_4
1755,33,251,16,cat_3
1756,4406,305,971,cat_0
1757,1714,7,865,cat_2
1758,9302,507,514,cat_2
1759,9462,416,334,cat_2
1760,1732,29,721,cat_4
1761,4675,862,504,cat_0
1762,3656,851,342,cat_4
1763,6103,28,737,cat_0
1764,3291,148,455,cat_3
1765,5741,338,43,cat_3
1766,781,315,581,cat_0
1767,1280,146,352,cat_0
1768,7281,924,889,cat_0
1769,7528,438,255,cat_0
1770,4837,212,551,cat_2
1771,3343,186,1,cat_2
1772,6606,42,44,cat_3
1773,7258,875,477,cat_1
1774,5954,507,987,cat_1
1775,1791,187,476,cat_1
1776,9573,740,381,cat_3
1777,2743,831,274,cat_4
1778,3160,451,965,cat_3
1779,1954,537,478,cat_0
1780,7693,599,150,cat_3
1781,7161,869,750,cat_3
1782,8104,642,322,cat_1
1783,4851,614,60,cat_2
1784,906,112,231,cat_4
1785,1593,513,888,cat_2
1786,9844,789,36,cat_1
1787,8203,922,987,cat_4
1788,6139,94,342,cat_0
1789,919,158,544,cat_4
1790,3365,968,123,cat_4
1791,6356,256,503,cat_4
1792,8581,723,485,cat_3
1793,6370,773,456,cat_1
1794,806,164,221,cat_1
1795,8176,18,784,cat_1
1796,9936,10,575,cat_1
1797,7828,424,579,cat_2
1798,8207,21,313,cat_1
1799,987,494,135,cat_4
1800,4162,629,318,cat_4
1801,2357,397,839,cat_4
1802,6925,412,869,cat_0
1803,5105,494,688,cat_2
1804,6384,455,304,cat_1
1805,2166,450,58,cat_0
1806,2148,70,780,cat_0
1807,5029,748,78,cat_1
1808,7997,551,436,cat_3
1809,484,55,33,cat_2
1810,8393,874,257,cat_4
1811,5961,807,327,cat_1
1812,4493,743,873,cat_3
1813,150,796,98,cat_0
1814,6887,927,698,cat_1
1815,3699,361,483,cat_0
1816,1857,585,597,cat_4
1817,8753,632,403,cat_2
1818,8938,406,670,cat_3
1819,9629,43,836,cat_4
1820,8139,57,233,cat_3
1821,9890,291,848,cat_0
1822,1400,371,845,cat_3
1823,541,554,494,cat_2
1824,184,360,4,cat_3
1825,2609,117,930,cat_4
1826,560,999,421,cat_0
1827,5690,158,191,cat_1
1828,3699,926,410,cat_0
1829,337,881,454,cat_4
1830,8679,569,557,cat_4
1831,2225,724,14,cat_4
1832,5118,797,607,cat_4
1833,9184,396,736,cat_2
1834,2946,565,800,cat_0
1835,9948,865,153,cat_2
1836,604,600,123,cat_3
1837,9390,982,384,cat_4
1838,6385,696,376,cat_0
1839,8413,817,350,cat_2
1840,5399,670,831,cat_4
1841,2567,839,308,cat_1
1842,8766,813,682,cat_0
1843,2954,558,516,cat_2
1844,8564,850,363,cat_0
1845,1089,622,61,cat_3
1846,5248,188,583,cat_2
1847,3886,718,963,cat_3
1848,1216,222,684,cat_1
1849,3740,258,726,cat_0
1850,8242,571,328,cat_2
1851,7892,167,837,cat_0
1852,4062,173,428,cat_0
1853,5736,516,780,cat_4
1854,7375,535,957,cat_4
1855,7922,651,825,cat_0
1856,2361,17,42,cat_0
1857,3999,714,732,cat_1
1858,8404,875,574,cat_3
1859,4652,764,77,cat_4
1860,9762,282,116,cat_1
1861,2616,664,247,cat_2
1862,349,291,114,cat_3
1863,4746,308,295,cat_3
1864,2991,232,260,cat_3
1865,4644,929,507,cat_3
1866,3810,821,431,cat_0
